id,crop
1509,0
2764,0
812,0
1694,0
5899,0
4856,0
1760,0
2112,0
1902,0
4270,0
4343,0
3235,0
6891,0
4368,0
6604,0
2387,0
6637,0
1400,0
4698,0
351,0
5070,0
5995,0
2020,0
5643,0
3418,0
2004,0
6963,0
576,0
4253,0
3399,0
6643,0
4304,0
6581,0
3381,0
5653,0
5340,0
4568,0
799,0
598,0
6550,0
5426,0
5148,0
185,0
3731,0
3955,0
5658,0
2323,0
1916,0
2498,0
5820,0
6201,0
5712,0
6764,0
6582,0
3842,0
239,0
1095,0
1032,0
5836,0
6838,0
3095,0
5990,0
354,0
3795,0
5187,0
4536,0
4229,0
217,0
798,0
5015,0
672,0
5533,0
3296,0
487,0
2418,0
1623,0
3806,0
1562,0
1420,0
3887,0
2306,0
252,0
1501,0
6156,0
4467,0
4526,0
6848,0
2833,0
5964,0
2716,0
3816,0
6232,0
5762,0
6115,0
3091,0
1129,0
179,0
4094,0
1921,0
3615,0
44,0
4222,0
1302,0
2609,0
783,0
547,0
752,0
6498,0
4454,0
2263,0
693,0
743,0
6734,0
4224,0
543,0
6285,0
5987,0
371,0
1726,0
4428,0
3901,0
263,0
2578,0
4267,0
4194,0
952,0
1224,0
3129,0
1039,0
1277,0
4038,0
1199,0
4461,0
2439,0
2392,0
1345,0
4518,0
6455,0
6562,0
6787,0
3550,0
2304,0
3254,0
1195,0
5081,0
5028,0
1882,0
2229,0
45,0
4742,0
6989,0
37,0
4997,0
4100,0
3480,0
625,0
5318,0
1061,0
996,0
1922,0
4482,0
4937,0
5223,0
4998,0
6996,0
2228,0
1281,0
1559,0
71,0
2191,0
3277,0
1886,0
5321,0
6013,0
5364,0
4001,0
2954,0
4932,0
4313,0
1038,0
1225,0
5159,0
96,0
2855,0
1414,0
2389,0
2252,0
5706,0
4366,0
6759,0
2094,0
1297,0
3102,0
2317,0
1005,0
1835,0
1044,0
5484,0
6154,0
3289,0
2615,0
730,0
1480,0
259,0
4154,0
2154,0
842,0
6834,0
476,0
5819,0
5412,0
1669,0
676,0
1699,0
5094,0
2316,0
5519,0
5835,0
2115,0
2149,0
268,0
1084,0
1024,0
5815,0
6882,0
6713,0
6463,0
5190,0
435,0
3238,0
1580,0
410,0
6276,0
5555,0
3184,0
2351,0
4500,0
5250,0
1328,0
79,0
1370,0
6034,0
1805,0
2781,0
5071,0
1964,0
1616,0
3667,0
6352,0
967,0
3323,0
5786,0
3542,0
4043,0
6149,0
4901,0
3971,0
5061,0
4828,0
5697,0
1174,0
3616,0
3720,0
2585,0
1897,0
319,0
4053,0
1973,0
3018,0
401,0
1144,0
5199,0
4584,0
544,0
4118,0
4653,0
1741,0
2275,0
5540,0
5687,0
3463,0
4024,0
4596,0
2423,0
2692,0
6885,0
6576,0
1956,0
208,0
1893,0
6083,0
1730,0
1554,0
157,0
4006,0
2499,0
4335,0
6333,0
1765,0
2133,0
6686,0
3536,0
3574,0
3386,0
5866,0
1168,0
6537,0
3043,0
2042,0
3484,0
1186,0
5312,0
6159,0
2704,0
4086,0
6470,0
2842,0
5948,0
3044,0
3388,0
1194,0
1744,0
6160,0
5635,0
6189,0
926,0
4847,0
3570,0
4333,0
3424,0
2881,0
4883,0
4528,0
605,0
426,0
2678,0
15,0
4776,0
6606,0
3540,0
6881,0
6257,0
4371,0
5510,0
240,0
1533,0
2618,0
41,0
1803,0
1397,0
856,0
59,0
805,0
6456,0
2952,0
5747,0
2268,0
654,0
5827,0
3337,0
1221,0
5551,0
1634,0
4434,0
265,0
6741,0
6368,0
3571,0
1498,0
1872,0
1894,0
6769,0
1375,0
4977,0
2963,0
509,0
1867,0
5856,0
5638,0
1703,0
5100,0
3543,0
1954,0
1042,0
642,0
4593,0
534,0
422,0
2847,0
3699,0
1586,0
4110,0
4201,0
6228,0
2825,0
5235,0
3135,0
4121,0
4367,0
108,0
5054,0
4751,0
1550,0
6612,0
1649,0
1561,0
4667,0
3509,0
245,0
2142,0
2436,0
1652,0
5921,0
3966,0
2157,0
29,0
4032,0
3263,0
2476,0
3132,0
1335,0
838,0
6941,0
1357,0
3360,0
227,0
6030,0
1535,0
592,0
1161,0
1253,0
4803,0
2850,0
2173,0
5128,0
4035,0
3499,0
1197,0
6817,0
2758,0
6492,0
1599,0
5960,0
747,0
4314,0
2598,0
2934,0
1263,0
2697,0
4730,0
3820,0
2887,0
1033,0
2239,0
1452,0
5674,0
4913,0
3194,0
1748,0
6114,0
6010,0
6334,0
3949,0
3090,0
6707,0
6485,0
4506,0
3347,0
2932,0
149,0
3169,0
3626,0
5939,0
421,0
6702,0
2445,0
3688,0
4586,0
469,0
2526,0
4464,0
2874,0
564,0
291,0
3312,0
662,0
1340,0
1791,0
6908,0
6112,0
4768,0
548,0
6772,0
4446,0
5642,0
3053,0
5194,0
6108,0
4353,0
1620,0
425,0
4816,0
6706,0
6074,0
4690,0
4129,0
6111,0
5343,0
4938,0
558,0
3770,0
5430,0
1173,0
5429,0
5066,0
6326,0
2404,0
347,0
932,0
2689,0
1410,0
4397,0
4357,0
6681,0
5576,0
2890,0
6874,0
1737,0
5072,0
4336,0
6261,0
4140,0
6575,0
6214,0
2818,0
4284,0
3285,0
2614,0
3898,0
1025,0
4709,0
6076,0
6614,0
5306,0
486,0
1665,0
2845,0
1844,0
5020,0
5633,0
604,0
1172,0
6033,0
3425,0
3168,0
5841,0
6922,0
4017,0
4522,0
5807,0
2063,0
1600,0
501,0
1504,0
17,0
4538,0
904,0
5362,0
3802,0
807,0
2117,0
1783,0
2415,0
3288,0
6044,0
6749,0
5198,0
5027,0
1566,0
3320,0
452,0
101,0
2638,0
5289,0
325,0
6218,0
2095,0
599,0
1512,0
4377,0
1520,0
1832,0
3759,0
6347,0
3307,0
2941,0
2178,0
445,0
553,0
6222,0
2138,0
1539,0
4967,0
5579,0
1670,0
1443,0
4462,0
5598,0
1436,0
135,0
6883,0
31,0
1801,0
4909,0
3956,0
1149,0
6014,0
5743,0
2031,0
5756,0
6139,0
3396,0
216,0
1407,0
177,0
4738,0
2338,0
4405,0
5821,0
701,0
5433,0
6500,0
5781,0
2647,0
2264,0
5934,0
6587,0
6408,0
4695,0
5253,0
69,0
5272,0
3801,0
721,0
2691,0
4163,0
4423,0
2312,0
321,0
5446,0
5961,0
228,0
5045,0
4149,0
4262,0
2840,0
2751,0
4315,0
3038,0
5911,0
2077,0
1775,0
4350,0
1405,0
4700,0
6188,0
4376,0
6243,0
199,0
1558,0
611,0
5692,0
5773,0
1543,0
5129,0
4597,0
3936,0
2542,0
5808,0
23,0
3143,0
5026,0
4060,0
5603,0
4647,0
6846,0
6213,0
4290,0
5007,0
4605,0
3131,0
503,0
2375,0
1728,0
4112,0
2167,0
6497,0
6146,0
5102,0
4126,0
4310,0
5227,0
3846,0
1170,0
2388,0
4912,0
589,0
87,0
2722,0
1672,0
710,0
3410,0
4011,0
1454,0
144,0
4832,0
1657,0
5483,0
3666,0
110,0
5610,0
3886,0
292,0
6991,0
1201,0
1321,0
4782,0
2653,0
3765,0
2521,0
2586,0
4651,0
1768,0
2197,0
3246,0
2985,0
2302,0
4028,0
4080,0
5523,0
5368,0
2929,0
491,0
93,0
3265,0
4113,0
6944,0
5013,0
3732,0
3298,0
2168,0
6768,0
4812,0
6269,0
1163,0
5682,0
1027,0
3109,0
1617,0
6806,0
1912,0
6389,0
5170,0
4731,0
3753,0
465,0
2534,0
6527,0
107,0
3662,0
5816,0
921,0
2746,0
5095,0
2245,0
847,0
3315,0
5304,0
4328,0
6237,0
4663,0
2789,0
5411,0
183,0
3426,0
1888,0
1087,0
1261,0
4871,0
5931,0
5564,0
2091,0
4213,0
479,0
5397,0
1287,0
5626,0
711,0
4668,0
3896,0
2916,0
3203,0
5714,0
2344,0
5719,0
2251,0
5814,0
6648,0
4966,0
2447,0
3661,0
5963,0
3996,0
6798,0
2579,0
3915,0
1729,0
1471,0
5345,0
3149,0
1383,0
1406,0
344,0
346,0
57,0
3528,0
3071,0
6755,0
6592,0
911,0
964,0
755,0
1330,0
1611,0
5920,0
6072,0
2484,0
4766,0
1056,0
706,0
2272,0
6496,0
6071,0
5983,0
5378,0
4207,0
88,0
4305,0
3849,0
1721,0
5012,0
472,0
4868,0
2345,0
5284,0
2227,0
6635,0
2488,0
2698,0
4781,0
61,0
1608,0
1086,0
4796,0
937,0
3460,0
4603,0
4409,0
6656,0
6244,0
4215,0
6120,0
724,0
122,0
33,0
63,0
5889,0
2298,0
6557,0
3994,0
6167,0
4323,0
3003,0
4449,0
2440,0
2233,0
3905,0
290,0
737,0
1322,0
478,0
5517,0
1606,0
1115,0
4254,0
6328,0
538,0
947,0
1272,0
4890,0
2577,0
4303,0
2519,0
5205,0
3650,0
4604,0
1373,0
2662,0
3195,0
2284,0
3244,0
1074,0
834,0
5763,0
3477,0
3979,0
1438,0
6524,0
5848,0
2057,0
3932,0
2742,0
1034,0
1630,0
5125,0
6151,0
2728,0
5281,0
756,0
4161,0
6103,0
2651,0
5982,0
3997,0
248,0
2357,0
2301,0
2510,0
6974,0
3023,0
4382,0
2627,0
4076,0
3790,0
3208,0
1268,0
1101,0
5946,0
4686,0
5733,0
1323,0
2417,0
1416,0
5210,0
683,0
3153,0
4294,0
2921,0
4881,0
3100,0
2589,0
415,0
230,0
4588,0
6299,0
1786,0
3805,0
787,0
1412,0
6137,0
3646,0
5209,0
2405,0
4296,0
156,0
2995,0
5157,0
6597,0
3620,0
196,0
4125,0
4623,0
6929,0
2462,0
6712,0
2680,0
3929,0
6486,0
2705,0
3819,0
2628,0
6572,0
4962,0
2225,0
1055,0
296,0
2648,0
3478,0
6221,0
1499,0
3082,0
6313,0
3555,0
2949,0
5784,0
3148,0
2908,0
3780,0
3639,0
5153,0
5277,0
4210,0
5400,0
3282,0
1817,0
6306,0
1488,0
2533,0
420,0
1666,0
5438,0
2107,0
4108,0
3821,0
4534,0
5553,0
5689,0
4815,0
3589,0
4198,0
3544,0
2684,0
3563,0
3240,0
6292,0
2821,0
6631,0
4320,0
1553,0
2029,0
969,0
6745,0
429,0
3752,0
3613,0
462,0
6186,0
3297,0
2271,0
1965,0
1966,0
5361,0
233,0
4295,0
2957,0
3946,0
3975,0
5520,0
2022,0
1718,0
5192,0
6191,0
2083,0
2291,0
6816,0
1057,0
1485,0
3927,0
1430,0
3734,0
641,0
3921,0
691,0
468,0
1193,0
2543,0
518,0
5599,0
2505,0
1643,0
1421,0
2802,0
3882,0
2177,0
3786,0
6022,0
2843,0
6430,0
2481,0
2260,0
307,0
3245,0
3497,0
1188,0
4348,0
655,0
2572,0
3231,0
5518,0
3605,0
5935,0
2846,0
457,0
5656,0
1695,0
2955,0
2677,0
5152,0
6453,0
2683,0
5925,0
4013,0
4561,0
1465,0
6145,0
794,0
4996,0
1656,0
6298,0
960,0
5693,0
3274,0
1310,0
736,0
3207,0
2202,0
3717,0
1706,0
2984,0
3880,0
1507,0
6724,0
2299,0
4984,0
6731,0
198,0
6163,0
3658,0
3504,0
5413,0
6805,0
6954,0
4272,0
6591,0
418,0
5300,0
1683,0
4354,0
4184,0
3599,0
2759,0
1220,0
3660,0
303,0
6093,0
5664,0
2570,0
6521,0
308,0
3612,0
272,0
4862,0
3139,0
5749,0
3113,0
6198,0
4764,0
184,0
1209,0
3771,0
6900,0
1049,0
1860,0
2515,0
3651,0
6868,0
5064,0
1545,0
2795,0
3221,0
4410,0
3154,0
3995,0
3214,0
6651,0
4334,0
5144,0
3103,0
957,0
1870,0
437,0
3892,0
561,0
3250,0
4601,0
2902,0
5009,0
5703,0
3838,0
5967,0
6063,0
5151,0
4989,0
4519,0
6478,0
6017,0
3286,0
1425,0
2942,0
3889,0
6271,0
6800,0
5942,0
1496,0
1354,0
3439,0
6914,0
3836,0
4362,0
323,0
1315,0
3008,0
443,0
3749,0
5755,0
2882,0
4030,0
3813,0
5003,0
1477,0
4471,0
5561,0
2318,0
2531,0
5740,0
4416,0
734,0
6459,0
4378,0
1360,0
3066,0
2124,0
3340,0
4981,0
1859,0
1010,0
1203,0
26,0
6325,0
297,0
2673,0
6663,0
3954,0
408,0
6871,0
1075,0
789,0
1078,0
6336,0
3871,0
5893,0
586,0
852,0
1372,0
2453,0
14,0
3757,0
1891,0
5062,0
5507,0
3908,0
3352,0
6740,0
640,0
3126,0
5636,0
2155,0
1618,0
1351,0
6570,0
5607,0
6583,0
5620,0
1487,0
2208,0
3541,0
4743,0
6318,0
6097,0
1905,0
4507,0
6215,0
1433,0
5748,0
3058,0
5018,0
1108,0
6611,0
2732,0
339,0
620,0
5956,0
2288,0
1073,0
439,0
3114,0
4375,0
3412,0
2045,0
3309,0
5480,0
2629,0
453,0
4127,0
172,0
3128,0
6560,0
5060,0
2900,0
4918,0
100,0
5461,0
2446,0
4727,0
3007,0
3470,0
1513,0
2110,0
3817,0
6559,0
4877,0
1468,0
167,0
1158,0
5386,0
4385,0
6518,0
4141,0
2944,0
896,0
3796,0
3014,0
4708,0
5944,0
3166,0
4246,0
4302,0
6997,0
6229,0
2623,0
2465,0
4957,0
5417,0
4195,0
8,0
1379,0
6131,0
4004,0
2407,0
3326,0
2549,0
3861,0
1747,0
3933,0
318,0
4861,0
1320,0
1881,0
3413,0
3027,0
2486,0
5962,0
877,0
994,0
5516,0
2858,0
65,0
2688,0
6467,0
1575,0
3834,0
6896,0
4096,0
4974,0
6543,0
3878,0
549,0
864,0
2464,0
6723,0
2943,0
1820,0
6843,0
4322,0
4595,0
6417,0
5119,0
6567,0
5324,0
1142,0
5065,0
3176,0
4618,0
5008,0
6211,0
2164,0
584,0
527,0
5782,0
3869,0
977,0
6348,0
254,0
4475,0
808,0
4907,0
5736,0
4956,0
6263,0
6223,0
3303,0
4763,0
6770,0
4951,0
5333,0
1097,0
3960,0
4228,0
1945,0
5965,0
1740,0
3016,0
2034,0
6084,0
4774,0
4326,0
3105,0
6975,0
1090,0
1242,0
5724,0
6362,0
4866,0
6980,0
506,0
705,0
5241,0
332,0
2226,0
6359,0
3548,0
51,0
6877,0
6409,0
3855,0
6784,0
2399,0
1047,0
5002,0
2575,0
3383,0
5799,0
3392,0
1941,0
1121,0
4614,0
1483,0
5938,0
940,0
5155,0
5947,0
3032,0
6951,0
334,0
828,0
2926,0
6162,0
626,0
6050,0
2087,0
3422,0
4279,0
4715,0
3567,0
2865,0
6150,0
2333,0
4442,0
3078,0
2337,0
1557,0
4012,0
5671,0
2080,0
5402,0
2509,0
3916,0
5313,0
2820,0
865,0
677,0
5133,0
6082,0
3832,0
748,0
4071,0
6867,0
4512,0
6175,0
2273,0
712,0
1451,0
4196,0
613,0
2206,0
6026,0
5372,0
4401,0
6342,0
3593,0
210,0
168,0
2458,0
3575,0
5845,0
1839,0
6569,0
378,0
6767,0
6987,0
496,0
751,0
1992,0
4266,0
1915,0
2877,0
965,0
3334,0
5770,0
4813,0
652,0
6962,0
1782,0
6988,0
1593,0
3034,0
765,0
5039,0
6522,0
5896,0
169,0
2663,0
6830,0
6540,0
1344,0
681,0
5904,0
4483,0
188,0
1671,0
5048,0
4559,0
4993,0
124,0
3206,0
5559,0
2868,0
6599,0
393,0
6355,0
1807,0
5907,0
1864,0
2432,0
5767,0
5044,0
1858,0
5260,0
6450,0
3539,0
6649,0
5117,0
800,0
4656,0
5278,0
2741,0
2126,0
981,0
5201,0
5465,0
6640,0
2402,0
5078,0
